#{"t_start": 1788160732.2229624, "env_id": "None"}
r,l,t,phase,player_health,episode_enemies_destroyed,episode_spawners_destroyed,episode_phases_advanced,episode_damage_taken,episode_xp_earned,episode_max_level,active_minibosses,active_boss_hazards,drone_level
38.947253,170,210.221217,2,0.0,3,3,1,101.36000000000001,154.0,2,1,0,0
51.492567,250,211.835205,2,0.0,4,4,1,157.92000000000002,197.0,2,0,0,0
17.077292,235,213.295588,2,0.0,1,2,1,171.36,103.0,2,1,0,0
44.388338,346,215.718176,2,0.0,7,3,1,100.80000000000001,186.0,2,1,0,1
102.852139,402,218.307199,3,0.0,10,5,2,175.32800000000003,305.0,3,0,2,2
56.701723,266,219.959464,2,0.0,4,4,1,101.36000000000001,197.0,2,0,0,0
52.444837,266,221.661592,2,0.0,5,4,1,157.92000000000002,205.0,3,1,0,2
123.908656,409,224.368702,3,0.0,14,5,2,106.36800000000001,337.0,3,0,3,1
24.54508,176,225.505039,2,0.0,3,2,1,117.376,119.0,2,1,0,1
14.59594,191,226.74376,2,0.0,0,2,1,199.92000000000002,95.0,2,0,0,0
41.83713,178,227.84786,2,0.0,4,3,1,114.24000000000001,162.0,2,0,0,1
105.575786,431,230.674435,3,0.0,6,5,2,112.94400000000002,273.0,3,0,0,2
30.710273,215,232.043868,2,0.0,0,3,1,171.92000000000002,130.0,2,0,0,0
118.62135,346,234.19822,3,0.0,11,5,2,112.97600000000003,313.0,3,0,0,2
20.974167,162,235.159741,2,0.0,1,2,1,157.92000000000002,103.0,2,0,0,0
107.475871,322,237.219696,3,0.0,10,5,2,166.824,305.0,3,0,0,2
18.551181,259,238.923978,2,0.0,3,2,1,171.92000000000002,119.0,2,1,0,0
40.670778,192,240.093687,2,0.0,2,3,1,100.24000000000001,146.0,2,0,0,1
35.565604,276,241.839963,2,0.0,3,3,1,157.92000000000002,154.0,2,1,0,0
111.828641,239,243.258151,3,0.0,6,5,2,105.24800000000002,273.0,3,0,3,1
115.763045,361,245.48263,3,0.0,10,5,2,101.86880000000001,305.0,3,0,0,1
99.108851,342,247.613174,3,0.0,1,5,2,105.28000000000002,233.0,3,0,0,0
62.26154,294,249.413819,2,0.0,8,4,1,117.376,229.0,3,1,0,1
51.550689,210,250.737536,2,0.0,0,4,1,100.24000000000001,165.0,2,0,0,0
52.408252,193,251.922601,2,0.0,1,4,1,104.83200000000001,173.0,2,0,0,1
102.646352,467,255.090831,3,0.0,4,5,2,146.52,257.0,3,0,0,0
111.093175,267,256.66784,3,0.0,6,5,2,109.95200000000001,273.0,3,0,0,0
29.663944,179,257.776902,2,0.0,5,2,1,108.808,135.0,2,1,0,1
118.627026,472,260.813459,3,0.0,12,5,2,167.90400000000002,321.0,3,1,2,1
42.435879,263,262.353822,2,0.0,5,3,1,109.36800000000001,170.0,2,1,0,1
111.573958,356,263.325122,3,0.0,8,5,2,101.13600000000002,289.0,3,0,0,1
54.727169,210,263.878047,2,0.0,3,4,1,101.36000000000001,189.0,2,0,0,1
60.349466,242,264.503881,2,0.0,7,4,1,100.80000000000001,221.0,3,0,0,1
57.262272,300,265.488762,2,0.0,5,4,1,101.36000000000001,205.0,3,0,0,1
49.951835,242,267.023822,2,0.0,4,4,1,170.8,197.0,2,0,0,0
24.740155,180,268.153415,2,0.0,1,2,1,151.368,103.0,2,1,0,0
53.732658,226,269.682867,2,0.0,0,4,1,101.36000000000001,165.0,2,1,0,0
39.577068,288,271.662484,2,0.0,2,3,1,101.36000000000001,146.0,2,1,0,1
109.791566,378,274.188937,3,0.0,8,5,2,103.64800000000001,289.0,3,0,3,1
-18.496761,121,274.948561,1,0.0,4,1,0,112.0,67.0,2,0,0,0
64.764329,316,276.979925,2,0.0,9,4,1,101.92,237.0,3,0,0,1
57.356903,278,278.742611,2,0.0,4,4,1,129.36,197.0,2,0,0,0
38.243426,167,279.825746,2,0.0,1,3,1,101.92,138.0,2,0,0,0
93.381126,379,282.316022,3,0.0,2,5,2,167.17600000000002,241.0,3,0,0,0
110.21186,270,284.020814,3,0.0,7,5,2,105.24800000000002,281.0,3,0,2,2
17.212877,202,285.274304,2,0.0,1,2,1,166.824,103.0,2,1,0,0
103.041026,383,287.666225,3,0.0,7,5,2,125.04000000000002,281.0,3,0,2,1
58.034748,193,288.887087,2,0.0,6,4,1,100.80000000000001,213.0,3,1,0,1
42.147937,257,290.518594,2,0.0,4,3,1,123.92800000000001,162.0,2,1,0,0
108.950302,378,292.908569,3,0.0,7,5,2,113.53600000000002,281.0,3,0,2,0
19.096223,204,294.215331,2,0.0,3,2,1,172.816,119.0,2,1,0,0
48.738877,189,295.411897,2,0.0,4,3,1,123.92800000000001,252.0,3,0,0,1
20.992423,318,297.52719,2,0.0,7,2,1,171.36,151.0,2,0,0,0
37.91259,245,299.05175,2,0.0,3,3,1,128.24,154.0,2,0,0,1
56.629888,202,310.477225,2,0.0,4,4,1,100.24000000000001,197.0,2,0,0,1
102.799419,348,312.72941,3,0.0,4,5,2,115.13600000000002,257.0,3,0,0,0
130.561193,338,314.888717,3,0.0,11,5,2,107.23200000000001,313.0,3,0,0,1
96.266295,356,317.181823,3,0.0,3,5,2,179.47200000000004,249.0,3,0,2,1
44.726099,240,318.662848,2,0.0,4,3,1,100.80000000000001,162.0,2,0,0,0
22.773004,156,319.640932,2,0.0,1,2,1,111.384,103.0,2,1,0,1
56.905466,254,321.302205,2,0.0,4,4,1,100.24000000000001,197.0,2,0,0,1
115.994147,381,323.81814,3,0.0,5,5,2,105.24800000000002,265.0,3,1,3,0
111.972783,322,325.908633,3,0.0,10,5,2,105.504,305.0,3,0,2,2
57.775474,209,327.179952,2,0.0,4,4,1,101.36000000000001,197.0,2,0,0,0
97.693424,382,329.699059,3,0.0,4,5,2,165.472,257.0,3,0,0,0
40.389144,233,331.209802,2,0.0,4,3,1,129.36,162.0,2,0,0,1
115.620939,438,334.022311,3,0.0,9,5,2,107.96800000000002,297.0,3,0,2,1
35.317723,191,335.19702,2,0.0,0,3,1,114.80000000000001,130.0,2,0,0,0
95.222683,417,337.945652,3,0.0,7,5,2,224.19200000000004,281.0,3,0,2,1
35.084034,227,339.392033,2,0.0,3,3,1,156.8,154.0,2,1,0,0
42.386049,215,340.768744,2,0.0,5,3,1,100.80000000000001,170.0,2,0,0,1
54.118855,241,342.31162,2,0.0,2,4,1,101.36000000000001,181.0,2,0,0,0
17.933957,175,343.420581,2,0.0,1,2,1,172.25600000000003,103.0,2,1,0,0
39.943643,253,345.059554,2,0.0,4,3,1,104.83200000000001,162.0,2,1,0,1
103.518676,400,347.698148,3,0.0,5,5,2,108.52800000000002,265.0,3,0,2,1
103.554785,487,350.897742,3,0.0,12,5,2,219.13920000000002,321.0,3,0,0,1
37.952444,223,352.297518,2,0.0,3,3,1,128.8,154.0,2,1,0,0
37.331236,241,353.92066,2,0.0,3,3,1,128.24,154.0,2,1,0,0
49.183067,207,355.192657,2,0.0,2,4,1,171.36,181.0,2,0,0,0
106.485999,364,357.618094,3,0.0,6,5,2,105.80800000000002,273.0,3,0,0,1
109.162612,383,360.178436,3,0.0,12,5,2,214.64000000000004,321.0,3,0,2,1
28.141301,166,361.181049,2,0.0,4,2,1,110.824,127.0,2,1,0,1
113.366602,356,362.262935,3,0.0,10,5,2,109.39200000000002,305.0,3,0,0,0
39.760067,177,362.69607,2,0.0,1,3,1,101.92,138.0,2,0,0,0
118.577271,339,363.92223,3,0.0,12,5,2,101.69600000000001,321.0,3,0,3,1
33.290803,193,365.126413,2,0.0,1,3,1,156.24,138.0,2,0,0,0
44.739405,261,366.761843,2,0.0,5,3,1,114.80000000000001,170.0,2,0,0,1
93.857214,510,370.220573,3,0.0,2,5,2,197.05600000000004,241.0,3,0,2,0
55.578977,252,371.890186,2,0.0,4,4,1,109.36800000000001,197.0,2,1,0,1
116.095161,311,373.823235,3,0.0,5,5,2,115.13600000000002,265.0,3,0,0,1
106.508346,381,376.338925,3,0.0,7,5,2,115.69600000000003,281.0,3,0,2,2
23.362637,190,377.576552,2,0.0,1,2,1,100.24560000000001,103.0,2,1,0,1
102.494258,282,379.28181,3,0.0,5,5,2,152.51200000000003,265.0,3,0,2,1
57.304193,213,380.515041,2,0.0,5,4,1,100.80000000000001,205.0,3,0,0,0
58.264297,220,381.830485,2,0.0,6,4,1,101.36000000000001,213.0,3,0,0,2
59.608316,275,383.509021,2,0.0,7,4,1,100.24000000000001,221.0,3,0,0,1
36.068845,241,385.024813,2,0.0,2,3,1,113.68,146.0,2,1,0,0
109.132653,363,387.330004,3,0.0,12,5,2,176.448,321.0,3,0,2,2
42.964034,192,388.471627,2,0.0,5,3,1,108.248,170.0,2,1,0,1
42.679387,314,390.545467,2,0.0,4,3,1,100.24000000000001,162.0,2,1,0,0
226.362153,600,394.752881,4,0.0,16,8,3,198.01600000000005,633.0,4,1,0,1
38.296485,185,395.917468,2,0.0,1,3,1,101.36000000000001,138.0,2,0,0,0
106.818211,381,398.349971,3,0.0,7,5,2,115.66400000000002,281.0,3,0,3,1
104.076362,337,400.488025,3,0.0,7,5,2,148.92800000000003,281.0,3,0,0,1
55.537989,273,402.239483,2,0.0,4,4,1,101.36000000000001,197.0,2,1,0,1
38.103134,260,403.828112,2,0.0,2,3,1,112.56,146.0,2,0,0,0
101.048224,343,406.043836,3,0.0,7,5,2,167.104,281.0,3,0,0,1
62.067207,258,407.64545,2,0.0,6,4,1,101.36000000000001,213.0,3,0,0,0
18.440294,263,409.36244,2,0.0,1,2,1,157.92000000000002,103.0,2,1,0,0
62.793919,244,410.856617,2,0.0,8,4,1,115.92000000000002,229.0,3,0,0,1
102.758988,350,413.094427,3,0.0,5,5,2,171.21600000000004,265.0,3,0,0,2
54.733571,208,414.349619,2,0.0,2,4,1,100.80000000000001,181.0,2,0,0,1
36.161121,270,416.017326,2,0.0,3,3,1,171.36,154.0,2,0,0,0
39.556201,219,417.378733,2,0.0,3,3,1,114.80000000000001,154.0,2,0,0,1
56.759652,230,418.774023,2,0.0,4,4,1,100.24000000000001,197.0,2,0,0,1
94.829756,300,420.648819,3,0.0,2,5,2,207.95200000000003,241.0,3,0,3,0
104.331428,358,422.952049,3,0.0,6,5,2,107.5296,273.0,3,0,2,0
55.943979,209,424.271606,2,0.0,5,4,1,109.36800000000001,205.0,3,1,0,1
110.8571,308,426.190495,3,0.0,12,5,2,118.94400000000002,321.0,3,0,0,2
