#{"t_start": 1787999407.9814594, "env_id": "None"}
r,l,t,phase,player_health
-44.178313,1406,1044.037248,2,0.0
-63.692189,1485,1047.418423,2,0.0
-61.677531,1061,1049.710476,2,0.0
-27.064749,1206,1052.171132,2,0.0
-25.301662,1343,1054.799851,2,0.0
-59.345819,1076,1057.025228,2,0.0
-57.713425,1157,1059.622487,2,0.0
-52.800266,1739,1063.420388,2,0.0
-46.909056,1403,1066.529604,1,0.0
-20.312582,1800,1070.43932,2,30.0
11.963134,1800,1092.917322,1,30.0
-34.258661,1800,1096.905774,1,30.0
-47.590447,1800,1101.61198,2,2.0
2.145381,1800,1105.329949,1,86.0
-39.262712,1800,1109.23237,1,16.0
-63.625019,1346,1112.328189,2,0.0
-40.310248,1644,1115.810624,1,0.0
-29.91478,1800,1120.059329,1,16.0
-18.462385,1800,1123.581814,1,2.0
-40.857957,1429,1126.970119,2,0.0
-46.910842,1800,1131.30379,1,2.0
-20.640907,1800,1135.48178,1,58.0
-35.347046,1800,1140.140932,1,30.0
-6.586196,1800,1144.120658,1,86.0
-29.62754,883,1145.886448,2,0.0
-63.23815,1688,1149.846756,2,0.0
-58.554326,1259,1152.988507,2,0.0
-64.320822,1290,1155.788567,1,0.0
-47.154236,864,1157.840735,2,0.0
-25.520954,1800,1161.792926,1,30.0
-15.230576,1800,1165.672671,1,86.0
-35.215764,1209,1168.216638,1,0.0
-39.976311,892,1170.112634,2,0.0
-60.05045,1425,1173.456459,2,0.0
-55.441302,1430,1176.984219,2,0.0
-58.048474,1693,1180.953539,1,0.0
-47.97003,1108,1183.355594,1,0.0
-45.370694,1482,1186.687075,1,0.0
-51.567462,1302,1189.73948,2,0.0
-53.109017,1141,1192.394014,1,0.0
-56.26916,1100,1194.867753,2,0.0
-7.637058,1800,1198.819317,1,2.0
-13.942962,1800,1202.490901,1,30.0
-43.886739,1067,1205.079374,2,0.0
