comparison,variant,run_seed,episode,seed,epsilon,episode_reward,extrinsic_reward,intrinsic_reward,learning_reward,steps,status,victory,death,death_cause,truncated,unique_states,unique_positions,visited_positions,q_table_states
intrinsic,baseline,444,361,804,0.6432432432432433,3.0,3.0,0.0,3.0,57,victory,1,0,,0,27,26,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:9|8:7|8:8|8:9|9:7|9:8|9:9,413
intrinsic,baseline,444,362,805,0.6422522522522522,3.0,3.0,0.0,3.0,90,victory,1,0,,0,36,31,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|5:8|5:9|6:0|6:1|6:2|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,363,806,0.6412612612612613,3.0,3.0,0.0,3.0,48,victory,1,0,,0,25,25,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,364,807,0.6402702702702703,3.0,3.0,0.0,3.0,51,victory,1,0,,0,27,26,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,365,808,0.6392792792792793,3.0,3.0,0.0,3.0,71,victory,1,0,,0,33,29,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:7|5:0|5:1|5:2|5:7|5:8|6:0|6:1|6:2|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,366,809,0.6382882882882883,3.0,3.0,0.0,3.0,73,victory,1,0,,0,35,31,0:0|0:1|0:2|1:0|1:2|2:0|2:2|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:7|8:8|8:9|9:7|9:8|9:9,413
intrinsic,baseline,444,367,810,0.6372972972972972,3.0,3.0,0.0,3.0,48,victory,1,0,,0,27,26,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:8|8:9|9:4|9:9,413
intrinsic,baseline,444,368,811,0.6363063063063064,3.0,3.0,0.0,3.0,97,victory,1,0,,0,33,28,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:9|8:4|8:5|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,369,812,0.6353153153153153,3.0,3.0,0.0,3.0,88,victory,1,0,,0,33,30,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|5:4|6:1|6:2|6:4|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:8|8:9|9:4|9:8|9:9,413
intrinsic,baseline,444,370,813,0.6343243243243244,3.0,3.0,0.0,3.0,68,victory,1,0,,0,28,27,0:0|1:0|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,371,814,0.6333333333333333,3.0,3.0,0.0,3.0,79,victory,1,0,,0,31,29,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:4|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:8|8:9|9:9,413
intrinsic,baseline,444,372,815,0.6323423423423423,3.0,3.0,0.0,3.0,101,victory,1,0,,0,38,34,0:0|0:1|0:2|1:2|2:2|2:3|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:8|6:9|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:7|9:8|9:9,413
intrinsic,baseline,444,373,816,0.6313513513513513,3.0,3.0,0.0,3.0,111,victory,1,0,,0,39,31,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|5:7|5:8|6:1|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:9|9:4|9:9,413
intrinsic,baseline,444,374,817,0.6303603603603604,3.0,3.0,0.0,3.0,53,victory,1,0,,0,24,24,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:9|9:9,413
intrinsic,baseline,444,375,818,0.6293693693693694,3.0,3.0,0.0,3.0,40,victory,1,0,,0,25,24,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,376,819,0.6283783783783784,3.0,3.0,0.0,3.0,81,victory,1,0,,0,32,31,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|6:7|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:5|9:9,413
intrinsic,baseline,444,377,820,0.6273873873873874,3.0,3.0,0.0,3.0,66,victory,1,0,,0,33,31,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|4:4|4:5|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:9|9:9,413
intrinsic,baseline,444,378,821,0.6263963963963964,3.0,3.0,0.0,3.0,86,victory,1,0,,0,28,27,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:0|8:4|8:9|9:9,413
intrinsic,baseline,444,379,822,0.6254054054054055,3.0,3.0,0.0,3.0,47,victory,1,0,,0,31,28,0:0|0:1|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:7|9:8|9:9,413
intrinsic,baseline,444,380,823,0.6244144144144144,3.0,3.0,0.0,3.0,86,victory,1,0,,0,33,30,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|5:8|5:9|6:0|6:1|6:2|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,381,824,0.6234234234234235,3.0,3.0,0.0,3.0,76,victory,1,0,,0,30,28,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|4:4|4:5|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:7|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,382,825,0.6224324324324324,3.0,3.0,0.0,3.0,62,victory,1,0,,0,30,30,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|5:7|6:0|6:1|6:2|6:4|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:8|8:9|9:8|9:9,413
intrinsic,baseline,444,383,826,0.6214414414414415,3.0,3.0,0.0,3.0,56,victory,1,0,,0,27,25,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,384,827,0.6204504504504504,3.0,3.0,0.0,3.0,50,victory,1,0,,0,27,24,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:2|6:0|6:1|6:2|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,385,828,0.6194594594594595,3.0,3.0,0.0,3.0,80,victory,1,0,,0,31,27,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,386,829,0.6184684684684685,3.0,3.0,0.0,3.0,45,victory,1,0,,0,24,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,387,830,0.6174774774774775,3.0,3.0,0.0,3.0,44,victory,1,0,,0,24,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,388,831,0.6164864864864865,3.0,3.0,0.0,3.0,70,victory,1,0,,0,31,28,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:8|8:9|9:9,413
intrinsic,baseline,444,389,832,0.6154954954954954,3.0,3.0,0.0,3.0,50,victory,1,0,,0,25,25,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:9|9:9,413
intrinsic,baseline,444,390,833,0.6145045045045046,3.0,3.0,0.0,3.0,36,victory,1,0,,0,23,23,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,391,834,0.6135135135135135,3.0,3.0,0.0,3.0,77,victory,1,0,,0,28,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:9|9:9,413
intrinsic,baseline,444,392,835,0.6125225225225226,3.0,3.0,0.0,3.0,59,victory,1,0,,0,30,30,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|5:7|6:0|6:1|6:2|6:4|6:7|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:9|9:9,413
intrinsic,baseline,444,393,836,0.6115315315315315,3.0,3.0,0.0,3.0,57,victory,1,0,,0,28,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,394,837,0.6105405405405405,3.0,3.0,0.0,3.0,68,victory,1,0,,0,31,30,0:0|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:8|9:9,413
intrinsic,baseline,444,395,838,0.6095495495495495,3.0,3.0,0.0,3.0,55,victory,1,0,,0,28,25,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:9,413
intrinsic,baseline,444,396,839,0.6085585585585586,3.0,3.0,0.0,3.0,74,victory,1,0,,0,30,29,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:0|8:5|8:7|8:9|9:7|9:9,413
intrinsic,baseline,444,397,840,0.6075675675675676,3.0,3.0,0.0,3.0,65,victory,1,0,,0,32,30,0:0|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|5:9|6:0|6:1|6:2|6:9|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,398,841,0.6065765765765766,3.0,3.0,0.0,3.0,82,victory,1,0,,0,30,29,0:0|0:1|0:2|1:2|2:2|2:3|2:4|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:8|8:9|9:9,413
intrinsic,baseline,444,399,842,0.6055855855855856,3.0,3.0,0.0,3.0,70,victory,1,0,,0,30,28,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|6:7|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:8|9:9,413
intrinsic,baseline,444,400,843,0.6045945945945945,3.0,3.0,0.0,3.0,47,victory,1,0,,0,25,25,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:9|9:9,413
intrinsic,baseline,444,401,844,0.6036036036036037,3.0,3.0,0.0,3.0,54,victory,1,0,,0,30,27,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:7|8:8|8:9|9:7|9:9,413
intrinsic,baseline,444,402,845,0.6026126126126126,3.0,3.0,0.0,3.0,63,victory,1,0,,0,29,26,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:9|9:9,413
intrinsic,baseline,444,403,846,0.6016216216216217,3.0,3.0,0.0,3.0,49,victory,1,0,,0,27,27,0:0|1:0|1:2|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:9|9:9,413
intrinsic,baseline,444,404,847,0.6006306306306306,3.0,3.0,0.0,3.0,100,victory,1,0,,0,34,30,0:0|0:1|0:2|1:0|1:2|2:2|3:2|4:2|5:0|5:1|5:2|5:7|5:8|5:9|6:0|6:1|6:2|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,405,848,0.5996396396396397,3.0,3.0,0.0,3.0,66,victory,1,0,,0,31,29,0:0|0:1|0:2|1:0|1:2|2:2|2:3|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:7|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:9|9:9,413
intrinsic,baseline,444,406,849,0.5986486486486486,3.0,3.0,0.0,3.0,81,victory,1,0,,0,31,29,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|6:0|6:1|6:2|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:9,413
intrinsic,baseline,444,407,850,0.5976576576576577,3.0,3.0,0.0,3.0,53,victory,1,0,,0,27,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:9|9:9,413
intrinsic,baseline,444,408,851,0.5966666666666667,3.0,3.0,0.0,3.0,48,victory,1,0,,0,25,25,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:8|8:9|9:9,413
intrinsic,baseline,444,409,852,0.5956756756756756,3.0,3.0,0.0,3.0,96,victory,1,0,,0,41,37,0:0|0:1|0:2|1:0|1:2|2:0|2:2|2:3|3:0|3:1|3:2|4:2|4:7|5:0|5:1|5:2|5:6|5:7|5:8|5:9|6:0|6:1|6:2|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:9,413
intrinsic,baseline,444,410,853,0.5946846846846847,3.0,3.0,0.0,3.0,45,victory,1,0,,0,27,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:9|9:9,413
intrinsic,baseline,444,411,854,0.5936936936936936,3.0,3.0,0.0,3.0,100,victory,1,0,,0,33,32,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|4:4|4:5|4:6|4:7|5:0|5:1|5:2|5:4|5:5|5:6|6:1|6:2|6:4|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,412,855,0.5927027027027028,3.0,3.0,0.0,3.0,33,victory,1,0,,0,24,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:9,413
intrinsic,baseline,444,413,856,0.5917117117117117,3.0,3.0,0.0,3.0,53,victory,1,0,,0,29,27,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,414,857,0.5907207207207208,3.0,3.0,0.0,3.0,58,victory,1,0,,0,32,29,0:0|1:0|1:2|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|6:7|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|9:8|9:9,413
intrinsic,baseline,444,415,858,0.5897297297297297,3.0,3.0,0.0,3.0,48,victory,1,0,,0,25,25,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:9|9:9,413
intrinsic,baseline,444,416,859,0.5887387387387387,3.0,3.0,0.0,3.0,54,victory,1,0,,0,29,26,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:8|8:9|9:9,413
intrinsic,baseline,444,417,860,0.5877477477477477,3.0,3.0,0.0,3.0,61,victory,1,0,,0,30,30,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:4|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:9|9:9,413
intrinsic,baseline,444,418,861,0.5867567567567568,3.0,3.0,0.0,3.0,78,victory,1,0,,0,32,26,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:9|9:9,413
intrinsic,baseline,444,419,862,0.5857657657657658,3.0,3.0,0.0,3.0,75,victory,1,0,,0,37,35,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|4:4|4:6|4:7|5:0|5:1|5:2|5:6|5:7|6:0|6:1|6:2|6:7|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:9|9:3|9:4|9:9,413
intrinsic,baseline,444,420,863,0.5847747747747748,3.0,3.0,0.0,3.0,42,victory,1,0,,0,26,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,421,864,0.5837837837837838,3.0,3.0,0.0,3.0,75,victory,1,0,,0,38,31,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|5:9|6:0|6:1|6:2|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,422,865,0.5827927927927927,3.0,3.0,0.0,3.0,55,victory,1,0,,0,27,27,0:0|0:1|0:2|1:2|2:2|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:7|6:8|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,423,866,0.5818018018018019,3.0,3.0,0.0,3.0,52,victory,1,0,,0,27,26,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:9|9:9,413
intrinsic,baseline,444,424,867,0.5808108108108108,3.0,3.0,0.0,3.0,55,victory,1,0,,0,30,29,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|5:8|6:0|6:1|6:2|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,425,868,0.5798198198198199,3.0,3.0,0.0,3.0,73,victory,1,0,,0,30,27,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:3|4:4|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:9,413
intrinsic,baseline,444,426,869,0.5788288288288288,3.0,3.0,0.0,3.0,54,victory,1,0,,0,27,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:7|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,427,870,0.5778378378378379,3.0,3.0,0.0,3.0,93,victory,1,0,,0,34,33,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:4|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:7|8:8|8:9|9:4|9:9,413
intrinsic,baseline,444,428,871,0.5768468468468468,3.0,3.0,0.0,3.0,50,victory,1,0,,0,27,25,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:7|6:8|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,429,872,0.5758558558558559,3.0,3.0,0.0,3.0,36,victory,1,0,,0,25,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,430,873,0.5748648648648649,3.0,3.0,0.0,3.0,70,victory,1,0,,0,31,29,0:0|1:0|1:2|2:0|2:2|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:8|8:9|9:8|9:9,413
intrinsic,baseline,444,431,874,0.5738738738738738,3.0,3.0,0.0,3.0,121,victory,1,0,,0,36,36,0:0|1:0|1:7|2:0|2:7|2:8|3:0|3:1|3:2|3:7|4:2|4:7|5:0|5:1|5:2|5:4|5:5|5:6|5:7|6:0|6:1|6:2|6:4|6:7|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:7|8:8|8:9|9:9,413
intrinsic,baseline,444,432,875,0.5728828828828829,3.0,3.0,0.0,3.0,47,victory,1,0,,0,26,24,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,433,876,0.5718918918918918,3.0,3.0,0.0,3.0,57,victory,1,0,,0,30,27,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:9|9:3|9:4|9:9,413
intrinsic,baseline,444,434,877,0.570900900900901,3.0,3.0,0.0,3.0,41,victory,1,0,,0,26,23,0:0|1:0|2:0|2:2|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,435,878,0.5699099099099099,3.0,3.0,0.0,3.0,72,victory,1,0,,0,34,30,0:0|0:1|0:2|1:2|2:2|3:2|4:2|4:3|4:4|5:0|5:1|5:2|5:4|6:0|6:1|6:2|6:4|6:7|6:8|6:9|7:2|7:4|7:5|7:6|7:7|7:8|7:9|8:5|8:9|9:9,413
intrinsic,baseline,444,436,879,0.568918918918919,3.0,3.0,0.0,3.0,64,victory,1,0,,0,37,30,0:0|1:0|1:2|2:0|2:2|3:0|3:1|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:9,413
intrinsic,baseline,444,437,880,0.5679279279279279,3.0,3.0,0.0,3.0,63,victory,1,0,,0,29,29,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:8|8:9|9:4|9:5|9:9,413
intrinsic,baseline,444,438,881,0.5669369369369369,3.0,3.0,0.0,3.0,40,victory,1,0,,0,25,23,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:1|6:2|6:4|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:9|9:9,413
intrinsic,baseline,444,439,882,0.5659459459459459,3.0,3.0,0.0,3.0,78,victory,1,0,,0,35,33,0:0|1:0|2:0|3:0|3:1|3:2|4:2|4:4|4:5|4:6|5:0|5:1|5:2|5:4|5:5|5:6|6:0|6:1|6:2|6:4|7:0|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:9|9:9,413
intrinsic,baseline,444,440,883,0.564954954954955,3.0,3.0,0.0,3.0,56,victory,1,0,,0,27,25,0:0|0:1|0:2|1:2|2:2|3:2|4:2|4:3|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:9,413
intrinsic,baseline,444,441,884,0.563963963963964,3.0,3.0,0.0,3.0,72,victory,1,0,,0,37,30,0:0|0:1|0:2|1:2|2:2|3:2|4:2|5:0|5:1|5:2|6:1|6:2|6:4|6:7|6:8|6:9|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:4|8:5|8:8|8:9|9:4|9:9,413
intrinsic,baseline,444,442,885,0.562972972972973,3.0,3.0,0.0,3.0,36,victory,1,0,,0,26,25,0:0|1:0|2:0|3:0|3:1|3:2|4:2|5:0|5:1|5:2|6:0|6:1|6:2|7:2|7:3|7:4|7:5|7:6|7:7|7:8|7:9|8:8|8:9|9:8|9:9,413
