#{"t_start": 1787942153.421015, "env_id": "None"}
r,l,t,phase,player_health
-112.450507,1295,1046.006396,2,0.0
-112.733097,1399,1049.831341,2,0.0
-109.056905,1111,1053.36013,2,0.0
-99.856736,848,1055.636358,2,0.0
-85.310781,1079,1058.639844,1,0.0
-98.717676,701,1060.720076,2,0.0
-104.044833,1088,1064.012616,1,0.0
-109.370172,1052,1067.592231,3,0.0
-92.55775,493,1069.042938,3,0.0
-81.268641,839,1071.33893,2,0.0
-79.842136,635,1073.080696,3,0.0
-102.389288,1470,1077.380579,2,0.0
-113.192464,1373,1081.072258,1,0.0
-54.437739,1800,1086.422291,3,58.0
-80.817375,685,1088.593057,3,0.0
-86.11956,1449,1092.229211,1,0.0
-93.567623,1800,1097.759683,2,16.0
-105.378182,907,1100.754508,3,0.0
-81.655386,1800,1106.275505,1,16.0
-79.124369,748,1108.195825,2,0.0
-86.072312,1267,1111.438015,1,0.0
-110.908404,1800,1116.810279,2,30.0
-69.612835,1800,1121.207762,1,44.0
-65.957506,1800,1126.58039,3,2.0
-86.733175,1073,1129.668736,2,0.0
-122.575201,1533,1156.479928,3,0.0
-49.165611,1800,1161.76842,1,58.0
-88.955654,899,1164.562713,2,0.0
-79.777514,668,1166.4888,3,0.0
-64.218043,1800,1171.44893,1,16.0
-87.493557,1800,1176.904807,1,2.0
-92.109742,708,1179.09595,3,0.0
-62.809126,1800,1184.063095,1,30.0
-104.785608,1713,1189.277753,1,0.0
-107.973709,1427,1193.162079,2,0.0
-108.341064,1800,1198.556053,2,2.0
-96.859084,1047,1201.629655,2,0.0
-110.298357,1359,1204.872438,1,0.0
-131.171831,1529,1209.421014,2,0.0
-118.095538,952,1212.040751,2,0.0
-94.229837,791,1214.283686,2,0.0
-64.14039,1800,1220.266654,2,86.0
-82.273911,952,1223.435168,2,0.0
-74.002386,783,1225.654936,2,0.0
-108.496423,1662,1230.824996,3,0.0
-100.069011,1800,1235.968266,2,44.0
-63.167232,456,1237.210461,3,0.0
-69.355206,1800,1242.004791,1,30.0
-83.665026,790,1244.3513,3,0.0
-61.480705,1800,1249.000442,1,30.0
-90.150955,1800,1253.995673,3,86.0
-64.018948,1800,1258.780304,3,16.0
-63.226653,1800,1263.890281,1,30.0
-74.999901,1800,1269.361306,2,2.0
-76.060124,1800,1275.571541,1,2.0
-60.565423,1800,1282.519454,3,58.0
-82.42188,1455,1286.715702,1,0.0
-110.810299,1754,1292.355874,2,0.0
-96.998796,857,1294.974647,2,0.0
-82.217962,528,1296.62137,3,0.0
-70.025285,1800,1324.327061,2,30.0
-41.388914,1800,1329.082208,1,2.0
-79.815317,1800,1334.635058,2,30.0
-79.265808,1800,1340.078043,1,16.0
-60.214009,1800,1344.882882,1,72.0
-97.501747,1717,1349.247506,1,0.0
-87.055326,784,1351.366084,2,0.0
-113.677694,1286,1354.952737,2,0.0
-76.141743,1800,1360.102333,1,72.0
-92.516858,1134,1363.761453,3,0.0
-96.224593,841,1366.360687,2,0.0
-100.270586,1331,1370.316627,1,0.0
-103.887828,943,1373.117968,2,0.0
-79.475569,1800,1378.125491,1,30.0
-91.450631,1800,1384.302579,3,58.0
-56.221775,1800,1389.825898,1,58.0
-109.092456,1304,1393.703769,1,0.0
-112.405892,1800,1399.406538,1,30.0
-110.015623,1800,1405.101171,2,2.0
-111.14316,1765,1409.92566,1,0.0
-105.764048,962,1412.860605,2,0.0
-73.417725,641,1414.641471,3,0.0
-98.467403,1080,1417.761476,2,0.0
-92.37654,624,1419.689954,3,0.0
-89.669657,818,1421.922715,2,0.0
-114.163625,1800,1427.233941,1,44.0
-74.427192,1062,1430.083488,2,0.0
-89.600082,1159,1433.881317,2,0.0
-114.401477,1004,1436.820709,3,0.0
-112.914148,1800,1441.721966,1,30.0
-103.178859,1800,1446.685628,3,2.0
-69.483171,1800,1451.361869,2,30.0
-88.170422,1800,1456.068144,1,16.0
-72.750776,1800,1461.308732,2,30.0
-107.213542,1364,1465.048081,1,0.0
-136.549686,1754,1495.457069,2,0.0
-95.871789,1137,1498.540826,2,0.0
-66.6918,1800,1503.193713,1,30.0
-50.545104,1800,1507.778481,1,72.0
-50.716985,1800,1512.339648,2,30.0
-70.130103,1135,1515.580739,2,0.0
-82.915023,998,1518.321471,1,0.0
-87.881763,1800,1523.806421,2,44.0
-96.273331,1800,1529.624985,3,58.0
-70.857554,1800,1534.880315,3,44.0
-52.766766,1800,1539.94155,3,30.0
-105.882496,1100,1542.966884,2,0.0
-69.997887,881,1545.20956,2,0.0
-53.648464,1800,1550.201668,2,30.0
-84.117649,1800,1555.753161,2,58.0
-73.137747,1800,1561.421411,3,16.0
-108.73402,1800,1566.989819,1,0.0
-48.016201,1800,1572.078415,2,44.0
-87.557713,774,1574.104449,2,0.0
-81.188491,1800,1580.11957,2,72.0
-97.563583,1294,1584.331522,1,0.0
-75.808062,1800,1589.553795,1,30.0
-35.598289,1800,1594.716592,3,44.0
-116.623131,1714,1599.745643,2,0.0
-38.677615,1800,1605.136955,2,16.0
-70.874616,1800,1610.354555,2,44.0
-84.497881,1102,1613.565543,3,0.0
-107.267451,1560,1618.229765,1,0.0
-81.081919,1800,1623.231672,2,72.0
-62.091461,1800,1628.171329,1,2.0
-88.632294,1800,1633.703712,3,58.0
-89.908302,1307,1637.824,1,0.0
