#{"t_start": 1788242176.2486546, "env_id": "None"}
r,l,t,phase,player_health,episode_enemies_destroyed,episode_spawners_destroyed,episode_phases_advanced,episode_damage_taken,episode_xp_earned,episode_max_level,active_minibosses,active_boss_hazards,active_boss_defenders,active_enemy_missiles,drone_level
521.89374,1148,18.415609,6,0.0,72,16,5,148.57520000000002,1418.0,6,0,0,0,1,2
-19.605946,252,18.99089,3,0.0,6,0,0,114.59840000000001,42.0,1,0,0,2,2,0
-11.051014,208,19.50184,3,0.0,5,0,0,107.00240000000001,35.0,1,0,0,1,0,0
-28.384721,141,19.812072,3,0.0,3,0,0,114.59840000000003,21.0,1,0,2,0,0,0
-17.027924,240,20.352071,3,0.0,8,0,0,108.22440000000002,56.0,2,0,2,1,1,1
-14.162279,223,20.854616,3,0.0,6,0,0,104.5956,42.0,1,0,0,1,1,0
-10.902382,239,21.375812,3,0.0,6,0,0,114.2836,42.0,1,1,2,2,2,0
-16.625777,243,21.926271,3,0.0,7,0,0,107.34080000000003,49.0,1,0,2,2,1,0
-10.961755,246,22.491452,3,0.0,8,0,0,116.36560000000001,56.0,2,0,2,0,0,0
-3.848793,266,23.106696,3,0.0,8,0,0,100.6284,56.0,2,0,0,0,0,0
538.223365,1403,26.182829,6,0.0,101,16,5,173.06100000000004,1791.0,7,0,0,2,1,2
4.823165,282,26.826845,3,0.0,8,0,0,107.00240000000002,56.0,2,0,3,0,0,0
-3.048247,352,27.666439,3,0.0,7,0,0,110.96960000000001,49.0,1,0,2,1,2,0
89.403871,592,28.991265,4,0.0,23,2,1,129.72840000000002,402.0,4,0,0,0,0,0
-30.382718,203,29.445501,3,0.0,6,0,0,102.18880000000001,42.0,1,0,0,1,1,0
-3.243643,314,30.158942,3,0.0,10,0,0,126.36840000000002,155.0,2,0,0,1,1,0
-23.920858,408,31.080125,3,0.0,13,0,0,116.0644,91.0,2,0,2,1,1,1
-40.787698,300,31.773148,3,0.0,7,0,0,107.92320000000001,49.0,1,1,2,2,3,0
-15.131495,267,32.375367,3,0.0,6,0,0,110.6312,42.0,1,0,0,2,1,0
-12.281791,378,33.220079,3,0.0,11,0,0,101.85040000000001,77.0,2,0,0,1,0,0
-23.87088,244,33.778319,3,0.0,6,0,0,108.22440000000002,42.0,1,0,2,1,1,0
-7.231721,327,34.547975,3,0.0,7,0,0,101.85040000000001,49.0,1,0,0,1,3,0
81.710865,419,35.497676,4,0.0,14,2,1,157.818,339.0,3,0,0,0,0,0
-27.688061,235,36.014806,3,0.0,7,0,0,102.18880000000001,49.0,1,0,2,2,0,0
-2.903874,383,36.854043,3,0.0,12,0,0,113.95880000000002,84.0,2,0,0,0,0,0
-13.49938,258,37.431418,3,0.0,8,0,0,108.2244,56.0,2,0,0,1,0,0
-30.06874,224,37.91243,3,0.0,6,0,0,114.59840000000003,42.0,1,0,0,0,0,0
-6.019069,405,38.804463,3,0.0,12,0,0,100.80896000000001,84.0,2,0,3,2,0,0
-14.286794,391,39.712456,3,0.0,12,0,0,102.62124000000001,84.0,2,0,2,1,0,0
-33.653863,134,40.010456,3,0.0,3,0,0,114.59840000000003,21.0,1,0,2,0,0,0
-21.680052,133,40.275422,1,0.0,3,1,0,112.0,55.0,2,0,0,0,0,0
-2.718739,361,41.072959,3,0.0,10,0,0,108.35784000000002,70.0,2,0,0,0,0,0
110.392467,557,42.206635,3,0.0,21,5,2,170.84480000000002,373.0,3,0,3,1,1,1
-43.151845,148,42.540061,3,0.0,3,0,0,102.18880000000001,21.0,1,0,0,0,0,0
-19.202733,328,43.308199,3,0.0,10,0,0,103.49924000000001,70.0,2,0,0,1,0,0
-13.55603,288,43.965012,3,0.0,8,0,0,114.59840000000003,56.0,2,0,2,2,1,0
-1.866479,354,44.763334,3,0.0,11,0,0,101.85040000000001,77.0,2,0,2,0,0,0
-2.297162,255,45.332176,3,0.0,7,0,0,105.23520000000002,49.0,1,0,0,1,1,0
-16.640077,300,46.005756,3,0.0,10,0,0,113.95880000000001,70.0,2,0,3,0,0,0
59.879787,446,47.012986,4,0.0,13,1,1,157.17840000000004,298.0,3,0,0,0,0,0
-4.150602,382,47.89126,3,0.0,11,0,0,152.65360000000004,77.0,2,0,0,0,0,0
-31.127792,178,48.284602,3,0.0,5,0,0,114.59840000000003,35.0,1,0,2,0,0,0
358.594656,908,50.208679,5,0.0,58,14,4,282.0484000000001,1139.0,6,1,0,0,0,1
-6.698306,216,50.687795,3,0.0,6,0,0,105.23520000000002,42.0,1,0,0,2,1,0
-31.786809,159,51.048069,3,0.0,4,0,0,114.59840000000003,28.0,1,0,0,0,0,0
349.443084,1218,62.533133,4,0.0,108,9,3,228.77000000000007,1461.0,7,0,0,0,0,3
-4.897371,355,63.358458,3,0.0,9,0,0,100.62840000000001,63.0,2,0,2,1,0,1
95.659523,583,64.688293,4,0.0,26,2,1,190.47720000000007,423.0,4,0,0,0,0,1
72.420302,264,65.224455,2,0.0,12,4,1,125.94400000000002,333.0,3,0,0,0,0,2
2.246672,311,65.995372,3,0.0,9,0,0,110.67840000000001,63.0,2,1,0,0,0,0
-4.987455,347,66.836544,3,0.0,11,0,0,119.99440000000001,162.0,2,0,2,1,0,0
-44.751767,246,67.414143,3,0.0,7,0,0,107.92320000000001,49.0,1,0,2,0,0,0
-30.134493,147,67.764969,3,0.0,4,0,0,114.59840000000003,28.0,1,0,0,0,0,0
-10.138439,244,68.4553,3,0.0,8,0,0,115.482,56.0,2,0,2,0,0,0
-20.93431,192,68.943305,3,0.0,5,0,0,114.59840000000003,35.0,1,0,2,1,2,0
-11.809375,230,69.475801,3,0.0,7,0,0,108.22440000000002,49.0,1,0,3,0,1,0
-23.465156,246,70.044412,3,0.0,7,0,0,109.9916,49.0,1,0,2,0,0,0
169.427776,820,71.921244,4,0.0,59,5,1,175.66080000000005,841.0,5,0,0,0,0,2
-2.097764,421,72.879932,3,0.0,13,0,0,140.2912,91.0,2,1,0,0,0,0
982.127882,1847,77.114114,9,0.0,160,27,8,280.84,2892.0,9,0,0,4,0,3
-29.570812,192,77.613559,3,0.0,4,0,0,114.59840000000001,28.0,1,0,2,2,2,0
227.163848,824,79.707775,4,0.0,52,7,3,230.27200000000005,916.0,5,0,0,0,0,2
151.438957,548,81.039265,3,0.0,20,5,2,190.70120000000003,451.0,4,1,0,0,0,1
1075.343526,2855,88.170134,9,0.0,252,27,8,324.46404,3451.0,10,0,2,0,0,3
248.959953,923,90.747157,4,0.0,39,7,3,228.28960000000006,910.0,5,0,0,0,0,0
-35.490606,192,91.221214,3,0.0,5,0,0,102.18880000000001,35.0,1,0,3,0,0,0
-11.643502,328,92.066706,3,0.0,9,0,0,108.22440000000002,63.0,2,0,0,1,1,0
-11.970595,341,92.990784,3,0.0,10,0,0,110.96960000000001,70.0,2,0,3,2,1,0
-11.581166,304,93.831959,3,0.0,7,0,0,108.22440000000002,49.0,1,0,2,1,0,0
-17.548147,323,94.666736,3,0.0,9,0,0,124.84520000000002,63.0,2,0,0,1,1,0
141.685398,510,95.92405,3,0.0,17,5,2,112.49280000000002,345.0,3,1,0,1,1,1
102.710909,850,98.007532,4,0.0,32,2,1,178.7252,550.0,4,0,0,0,0,0
